,ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice,20th Choice
982,"001003-00-0059,10017,001,1)",C08,,,,,,,,,,,,,,,,,,,
983,"001003-00-0060,10016,001,1)",C06,C07,C16,C05,C17,C13,C12,C15,C14,,,,,,,,,,,
984,"001003-00-0063,10018,001,1)",C08,C02,C19,C03,,,,,,,,,,,,,,,,
985,"001003-00-0065,10001,001,1)",C14,C19,C12,,,,,,,,,,,,,,,,,
986,"001003-00-0067,10019,001,1)",C06,,,,,,,,,,,,,,,,,,,
987,"001003-00-0070,10000,001,1)",C18,C03,C05,C13,,,,,,,,,,,,,,,,
988,"001003-00-0073,10000,001,1)",C14,C12,C03,,,,,,,,,,,,,,,,,
989,"001003-00-0074,10001,001,1)",C06,C12,C13,,,,,,,,,,,,,,,,,
990,"001003-00-0076,10004,001,1)",C19,C12,C16,C03,C11,C14,,,,,,,,,,,,,,
991,"001003-00-0077,10003,001,1)",C12,C03,,,,,,,,,,,,,,,,,,
992,"001003-00-0079,10002,001,1)",C14,C12,C19,C08,C17,,,,,,,,,,,,,,,
993,"001003-00-0083,10006,001,1)",C14,C12,C08,C19,,,,,,,,,,,,,,,,
994,"001003-00-0084,10005,001,1)",C14,C02,C16,,,,,,,,,,,,,,,,,
995,"001003-00-0086,10007,001,1)",C12,C14,C03,C02,,,,,,,,,,,,,,,,
996,"001003-00-0090,10008,001,1)",C14,C02,C08,C12,,,,,,,,,,,,,,,,
997,"001003-00-0092,10009,001,1)",C12,C13,C14,C17,C19,C03,C06,C08,C02,,,,,,,,,,,
998,"001003-00-0094,10007,001,1)",C06,C03,C14,C12,,,,,,,,,,,,,,,,
999,"001003-00-0096,10011,001,1)",C19,C14,,,,,,,,,,,,,,,,,,
1000,"001003-00-0097,10010,001,1)",C15,C13,C12,C03,,,,,,,,,,,,,,,,
1001,"001003-00-0100,10014,001,1)",C02,C04,C11,,,,,,,,,,,,,,,,,
1002,"001003-00-0101,10009,001,1)",C14,C12,C19,C16,C17,C08,,,,,,,,,,,,,,
1003,"001003-00-0103,10010,001,1)",C14,C12,C19,C16,C17,C08,,,,,,,,,,,,,,
1004,"001003-00-0107,10015,001,1)",C09,C05,C06,C20,,,,,,,,,,,,,,,,
1005,"001003-00-0109,10012,001,1)",C14,C03,C08,C13,C17,C06,C19,C15,C18,,,,,,,,,,,
1006,"001003-00-0111,10012,001,1)",C06,C03,C08,C14,C02,,,,,,,,,,,,,,,
1007,"001003-00-0114,10013,001,1)",C14,C19,C12,,,,,,,,,,,,,,,,,
1008,"001003-00-0116,10017,001,1)",C19,C03,C06,C20,C08,C02,C18,C09,C04,C17,C10,C12,C01,C15,C13,C05,C11,C14,C16,
1009,"001003-00-0119,10014,001,1)",C13,C02,C15,C14,C05,C18,C10,,,,,,,,,,,,,
1010,"001003-00-0122,10019,001,1)",C06,C13,C05,,,,,,,,,,,,,,,,,
1011,"001003-00-0125,10000,001,1)",C12,C17,C16,,,,,,,,,,,,,,,,,
1012,"001003-00-0128,10019,001,1)",C05,,,,,,,,,,,,,,,,,,,
1013,"001003-00-0131,10018,001,1)",C19,C03,C14,C17,C12,C13,,,,,,,,,,,,,,
1014,"001003-00-0133,10001,001,1)",C04,C08,,,,,,,,,,,,,,,,,,
1015,"001003-00-0134,10002,001,1)",C20,C04,C05,C07,C09,C10,C11,C15,C16,C18,,,,,,,,,,
1016,"001003-00-0136,10000,001,1)",C13,,,,,,,,,,,,,,,,,,,
1017,"001003-00-0137,10005,001,1)",C14,C06,,,,,,,,,,,,,,,,,,
1018,"001003-00-0139,10001,001,1)",C12,C14,C03,,,,,,,,,,,,,,,,,
1019,"001003-00-0140,10002,001,1)",C03,C02,C08,C07,C05,C06,C09,C11,C12,C13,C10,C04,C14,C15,C16,C17,C18,C19,C20,C01
1020,"001003-00-0143,10004,001,1)",C14,C19,C03,C12,C16,C17,C08,C05,C06,,,,,,,,,,,
1021,"001003-00-0145,10000,001,1)",C08,C17,C19,,,,,,,,,,,,,,,,,
1022,"001003-00-0147,10004,001,1)",C12,C14,C19,C08,C06,C03,,,,,,,,,,,,,,
1023,"001003-00-0148,10003,001,1)",C12,C14,C17,C19,C03,C06,C13,C08,C16,C05,C04,C01,,,,,,,,
1024,"001003-00-0151,10000,001,1)",C14,C17,C05,C11,C02,C03,,,,,,,,,,,,,,
1025,"001003-00-0157,10000,001,1)",C14,C12,C08,C17,C19,,,,,,,,,,,,,,,
1026,"001003-00-0158,10005,001,1)",C12,,,,,,,,,,,,,,,,,,,
1027,"001003-00-0162,10000,001,1)",C08,C19,C17,C16,C06,,,,,,,,,,,,,,,
1028,"001003-00-0164,10006,001,1)",C12,C14,,,,,,,,,,,,,,,,,,
1029,"001003-00-0165,10006,001,1)",C12,C14,C06,C08,C16,C17,C19,C13,C02,C03,,,,,,,,,,
1030,"001003-00-0169,10010,001,1)",C08,C03,C17,C16,C15,C11,C12,C13,C18,C01,C20,C09,C10,,,,,,,
1031,"001003-00-0171,10009,001,1)",C16,C17,C01,,,,,,,,,,,,,,,,,
1032,"001003-00-0173,10009,001,1)",C12,,,,,,,,,,,,,,,,,,,
1033,"001003-00-0175,10011,001,1)",C02,C18,C05,C08,C15,C06,C13,C19,C03,,,,,,,,,,,
1034,"001003-00-0177,10012,001,1)",C12,C14,,,,,,,,,,,,,,,,,,
1035,"001003-00-0180,10003,001,1)",C03,C19,C17,C14,C13,C12,C04,C06,C18,,,,,,,,,,,
1036,"001003-00-0182,10012,001,1)",C09,,,,,,,,,,,,,,,,,,,
1037,"001003-00-0185,10013,001,1)",C08,C14,C17,C16,C02,C03,,,,,,,,,,,,,,
1038,"001003-00-0186,10011,001,1)",C15,C14,C07,,,,,,,,,,,,,,,,,
1039,"001003-00-0189,10011,001,1)",C09,,,,,,,,,,,,,,,,,,,
1040,"001003-00-0191,10013,001,1)",C14,,,,,,,,,,,,,,,,,,,
1041,"001003-00-0193,10010,001,1)",C05,C12,C18,C07,C14,C13,C06,C08,C09,C10,,,,,,,,,,
1042,"001003-00-0194,10014,001,1)",C08,C19,C12,,,,,,,,,,,,,,,,,
1043,"001003-00-0196,10014,001,1)",C14,,,,,,,,,,,,,,,,,,,
1044,"001003-00-0198,10015,001,1)",C14,C03,C08,C12,,,,,,,,,,,,,,,,
1045,"001003-00-0201,10016,001,1)",C03,C12,C08,C18,C19,C06,,,,,,,,,,,,,,
1046,"001003-00-0204,10004,001,1)",C03,C19,C13,,,,,,,,,,,,,,,,,
1047,"001003-00-0206,10017,001,1)",C03,C19,C13,,,,,,,,,,,,,,,,,
1048,"001003-00-0208,10006,001,1)",C12,C14,C19,,,,,,,,,,,,,,,,,
1049,"001003-00-0211,10008,001,1)",C13,C06,C03,C08,C14,C02,,,,,,,,,,,,,,
1050,"001003-00-0215,10009,001,1)",C06,C09,C13,,,,,,,,,,,,,,,,,
1051,"001003-00-0217,10019,001,1)",C12,C13,,,,,,,,,,,,,,,,,,
1052,"001003-00-0219,10002,001,1)",C12,C14,,,,,,,,,,,,,,,,,,
1053,"001003-00-0221,10010,001,1)",C18,C16,C15,C20,C01,C10,,,,,,,,,,,,,,
1054,"001003-00-0223,10001,001,1)",C14,C12,,,,,,,,,,,,,,,,,,
1055,"001003-00-0226,10013,001,1)",C14,C13,C06,C15,C19,C09,C05,C07,,,,,,,,,,,,
1056,"001003-00-0228,10002,001,1)",C13,C14,C06,C12,,,,,,,,,,,,,,,,
1057,"001003-00-0231,10019,001,1)",C15,C03,C13,,,,,,,,,,,,,,,,,
1058,"001003-00-0234,10017,001,1)",C14,C12,C19,,,,,,,,,,,,,,,,,
1059,"001003-00-0237,10004,001,1)",C08,C14,C17,,,,,,,,,,,,,,,,,
1060,"001003-00-0241,10000,001,1)",C20,C19,C18,C17,C16,C15,C14,C13,C12,C11,C10,C09,C08,C07,C06,C05,C04,C03,C02,C01
1061,"001003-00-0243,10018,001,1)",C06,C03,C14,C02,C13,C18,C17,C08,C19,,,,,,,,,,,
1062,"001003-00-0244,10015,001,1)",C12,C14,C04,C20,,,,,,,,,,,,,,,,
1063,"001003-00-0247,10005,001,1)",C14,,,,,,,,,,,,,,,,,,,
1064,"001003-00-0248,10006,001,1)",C10,C11,C08,C02,C06,,,,,,,,,,,,,,,
1065,"001003-00-0251,10007,001,1)",C12,C14,C03,C06,C19,C08,C17,,,,,,,,,,,,,
1066,"001003-00-0253,10002,001,1)",C14,C12,C19,C03,C08,C17,,,,,,,,,,,,,,
1067,"001003-00-0256,10008,001,1)",C14,C12,C13,C03,C08,C11,,,,,,,,,,,,,,
1068,"001003-00-0258,10012,001,1)",C08,C17,C16,,,,,,,,,,,,,,,,,
1069,"001003-00-0259,10010,001,1)",C03,C08,C06,C12,C14,C13,C17,C19,C09,C10,C11,C04,C15,C16,C18,C20,C01,C02,,
1070,"001003-00-0260,10011,001,1)",C14,C13,C06,C12,,,,,,,,,,,,,,,,
1071,"001003-00-0262,10003,001,1)",C04,C03,C02,C14,,,,,,,,,,,,,,,,
1072,"001003-00-0264,10014,001,1)",C08,C17,C06,C03,,,,,,,,,,,,,,,,
1073,"001003-00-0266,10013,001,1)",C08,C06,C17,C03,C14,,,,,,,,,,,,,,,
1074,"001003-00-0268,10007,001,1)",C12,C08,C14,,,,,,,,,,,,,,,,,
1075,"001003-00-0270,10003,001,1)",C12,C08,C17,,,,,,,,,,,,,,,,,
1076,"001003-00-0272,10015,001,1)",C19,C18,C05,,,,,,,,,,,,,,,,,
1077,"001003-00-0275,10009,001,1)",C12,C19,,,,,,,,,,,,,,,,,,
1078,"001003-00-0277,10004,001,1)",C12,,,,,,,,,,,,,,,,,,,
1079,"001003-00-0279,10008,001,1)",C12,C06,,,,,,,,,,,,,,,,,,
1080,"001003-00-0281,10017,001,1)",C12,C03,C06,C14,C07,,,,,,,,,,,,,,,
1081,"001003-00-0282,10016,001,1)",C17,C13,C14,C05,C01,C09,C15,C08,C06,,,,,,,,,,,
1082,"001003-00-0283,10019,001,1)",C11,,,,,,,,,,,,,,,,,,,
1083,"001003-00-0284,10018,001,1)",C19,C20,C04,C06,C07,C08,C09,C13,C14,,,,,,,,,,,
1084,"001003-00-0287,10000,001,1)",C03,C17,C14,,,,,,,,,,,,,,,,,
1085,"001003-00-0292,10005,001,1)",C06,C05,C09,,,,,,,,,,,,,,,,,
1086,"001003-00-0293,10006,001,1)",C12,C17,C03,C16,C08,C19,C14,,,,,,,,,,,,,
1087,"001003-00-0294,10000,001,1)",C14,C16,C09,C08,,,,,,,,,,,,,,,,
1088,"001003-00-0297,10019,001,1)",C14,C06,C08,C12,C18,C19,C04,C05,,,,,,,,,,,,
1089,"001003-00-0298,10002,001,1)",C14,,,,,,,,,,,,,,,,,,,
1090,"001003-00-0303,10001,001,1)",C06,C03,C08,C13,C14,C17,C04,C02,,,,,,,,,,,,
1091,"001003-00-0305,10004,001,1)",C19,C17,C12,C14,C06,C13,C18,,,,,,,,,,,,,
1092,"001003-00-0308,10004,001,1)",C12,C14,C17,,,,,,,,,,,,,,,,,
1093,"001003-00-0309,10003,001,1)",C13,C03,C05,,,,,,,,,,,,,,,,,
1094,"001003-00-0311,10006,001,1)",C12,C17,C03,,,,,,,,,,,,,,,,,
1095,"001003-00-0314,10005,001,1)",C06,C08,C19,C14,C17,C05,C13,C03,,,,,,,,,,,,
1096,"001003-00-0317,10006,001,1)",C14,C19,C09,C01,,,,,,,,,,,,,,,,
1097,"001003-00-0319,10010,001,1)",C12,C14,C03,,,,,,,,,,,,,,,,,
1098,"001003-00-0322,10008,001,1)",C14,,,,,,,,,,,,,,,,,,,
1099,"001003-00-0325,10009,001,1)",C12,C14,C17,C19,C06,C02,,,,,,,,,,,,,,
1100,"001003-00-0326,10011,001,1)",C12,C14,C03,,,,,,,,,,,,,,,,,
1101,"001003-00-0327,10012,001,1)",C14,C17,C19,C20,C03,C08,C11,C05,,,,,,,,,,,,
1102,"001003-00-0330,10013,001,1)",C12,C14,C01,C19,,,,,,,,,,,,,,,,
1103,"001003-00-0332,10014,001,1)",C12,C03,C17,C14,C08,C05,,,,,,,,,,,,,,
1104,"001003-00-0334,10015,001,1)",C19,C08,C01,C14,C03,,,,,,,,,,,,,,,
1105,"001003-00-0339,10015,001,1)",C02,C03,C05,C06,C07,C08,C14,C15,C13,,,,,,,,,,,
1106,"001003-00-0340,10017,001,1)",C02,C18,C13,C07,,,,,,,,,,,,,,,,
1107,"001003-00-0341,10016,001,1)",C14,C08,C12,C17,C03,C06,C19,C13,C07,C02,C05,C15,C16,C11,C10,C18,C20,C01,C04,C09
1108,"001003-00-0344,10018,001,1)",C07,,,,,,,,,,,,,,,,,,,
1109,"001003-00-0347,10001,001,1)",C13,C06,C03,C18,C08,C14,C12,,,,,,,,,,,,,
1110,"001003-00-0350,10003,001,1)",C03,C06,C13,C14,C19,C05,C07,C18,,,,,,,,,,,,
1111,"001003-00-0352,10002,001,1)",C03,,,,,,,,,,,,,,,,,,,
1112,"001003-00-0353,10005,001,1)",C06,C08,C13,C03,,,,,,,,,,,,,,,,
1113,"001003-00-0356,10006,001,1)",C14,C15,,,,,,,,,,,,,,,,,,
1114,"001003-00-0357,10007,001,1)",C14,,,,,,,,,,,,,,,,,,,
1115,"001003-00-0360,10010,001,1)",C12,C03,,,,,,,,,,,,,,,,,,
1116,"001003-00-0362,10013,001,1)",C14,C15,C16,C17,C18,C19,C20,C01,C02,C03,,,,,,,,,,
1117,"001003-00-0363,10011,001,1)",C08,C03,C14,C13,C12,C04,C19,C18,C17,,,,,,,,,,,
1118,"001003-00-0366,10012,001,1)",C14,C12,C17,C19,C03,C06,C13,C08,C16,,,,,,,,,,,
1119,"001003-00-0367,10014,001,1)",C08,C06,C17,C16,C13,C04,,,,,,,,,,,,,,
1120,"001003-00-0369,10015,001,1)",C06,C08,C03,,,,,,,,,,,,,,,,,
1121,"001003-00-0372,10016,001,1)",C03,,,,,,,,,,,,,,,,,,,
1122,"001003-00-0375,10018,001,1)",C19,C12,C03,,,,,,,,,,,,,,,,,
1123,"001003-00-0376,10018,001,1)",C12,C13,C14,C03,C02,C06,,,,,,,,,,,,,,
1124,"001003-00-0379,10019,001,1)",C12,C03,C14,C06,,,,,,,,,,,,,,,,
1125,"001003-00-0381,10000,001,1)",C14,C08,C06,C03,C12,C13,C17,C19,,,,,,,,,,,,
1126,"001003-00-0385,10001,001,1)",C12,C14,C17,,,,,,,,,,,,,,,,,
1127,"001003-00-0386,10003,001,1)",C14,C12,C19,C16,C01,C08,,,,,,,,,,,,,,
1128,"001003-00-0388,10019,001,1)",C09,C05,C06,C10,C04,,,,,,,,,,,,,,,
1129,"001003-00-0390,10003,001,1)",C02,C14,C08,,,,,,,,,,,,,,,,,
1130,"001003-00-0394,10005,001,1)",C08,C17,C06,C16,C14,C13,C03,C19,,,,,,,,,,,,
1131,"001003-00-0396,10007,001,1)",C14,C12,C19,C01,,,,,,,,,,,,,,,,
1132,"001003-00-0397,10006,001,1)",C03,C14,C08,C12,C13,C06,C17,C16,C02,,,,,,,,,,,
1133,"001003-00-0399,10008,001,1)",C03,C13,,,,,,,,,,,,,,,,,,
1134,"001003-00-0401,10009,001,1)",C12,C10,C11,C13,C14,C15,C16,C17,C18,C19,C20,C01,C02,C03,C04,C05,C06,C07,C08,C09
1135,"001003-00-0404,10010,001,1)",C03,C14,C05,C13,C18,C08,C17,C06,,,,,,,,,,,,
1136,"001003-00-0406,10007,001,1)",C12,C14,C17,C08,C19,C16,,,,,,,,,,,,,,
1137,"001003-00-0409,10012,001,1)",C14,C12,C01,C19,C16,,,,,,,,,,,,,,,
1138,"001003-00-0412,10010,001,1)",C12,C13,C14,C17,C19,C03,C08,,,,,,,,,,,,,
1139,"001003-00-0413,10011,001,1)",C12,C14,C17,,,,,,,,,,,,,,,,,
1140,"001003-00-0415,10012,001,1)",C19,C03,C14,,,,,,,,,,,,,,,,,
1141,"001003-00-0417,10014,001,1)",C12,C19,,,,,,,,,,,,,,,,,,
1142,"001003-00-0419,10014,001,1)",C06,,,,,,,,,,,,,,,,,,,
1143,"001003-00-0420,10015,001,1)",C12,C16,C17,,,,,,,,,,,,,,,,,
1144,"001003-00-0422,10013,001,1)",C12,C03,C05,,,,,,,,,,,,,,,,,
1145,"001003-00-0424,10013,001,1)",C13,C03,C02,C14,C05,C08,C19,C17,,,,,,,,,,,,
1146,"001003-00-0425,10000,001,1)",C19,C14,C12,,,,,,,,,,,,,,,,,
1147,"001003-00-0428,10001,001,1)",C03,C13,C14,C19,,,,,,,,,,,,,,,,
1148,"001003-00-0430,10015,001,1)",C20,,,,,,,,,,,,,,,,,,,
1149,"001003-00-0434,10016,001,1)",C14,C17,C02,C15,C19,C08,C05,,,,,,,,,,,,,
1150,"001003-00-0436,10005,001,1)",C06,C13,,,,,,,,,,,,,,,,,,
1151,"001003-00-0439,10017,001,1)",C19,C16,C02,C12,,,,,,,,,,,,,,,,
1152,"001003-00-0441,10006,001,1)",C06,C13,,,,,,,,,,,,,,,,,,
1153,"001003-00-0443,10017,001,1)",C12,C14,C03,C08,C06,,,,,,,,,,,,,,,
1154,"001003-00-0445,10004,001,1)",C12,C14,C08,C19,,,,,,,,,,,,,,,,
1155,"001003-00-0449,10009,001,1)",C08,C17,,,,,,,,,,,,,,,,,,
1156,"001003-00-0451,10000,001,1)",C16,C03,C08,,,,,,,,,,,,,,,,,
1157,"001003-00-0455,10002,001,1)",C08,,,,,,,,,,,,,,,,,,,
1158,"001003-00-0457,10010,001,1)",C14,C12,C03,C13,,,,,,,,,,,,,,,,
1159,"001003-00-0459,10011,001,1)",C06,C14,C13,C08,C03,,,,,,,,,,,,,,,
1160,"001003-00-0462,10013,001,1)",C03,C19,C18,C16,,,,,,,,,,,,,,,,
1161,"001003-00-0464,10012,001,1)",C16,C06,C15,C20,C01,C02,C04,C05,C07,C09,C10,C11,C13,C14,C17,C19,C03,C08,C12,C18
1162,"001003-00-0467,10014,001,1)",C12,C19,,,,,,,,,,,,,,,,,,
1163,"001003-00-0470,10003,001,1)",C14,,,,,,,,,,,,,,,,,,,
1164,"001003-00-0471,10016,001,1)",C06,C03,,,,,,,,,,,,,,,,,,
1165,"001003-00-0473,10005,001,1)",C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C20,C01,C02,,,,,
1166,"001003-00-0475,10006,001,1)",C06,C19,C02,,,,,,,,,,,,,,,,,
1167,"001003-00-0477,10019,001,1)",C07,C16,C12,C15,C17,C19,C08,C09,C10,C13,C06,,,,,,,,,
1168,"001003-00-0482,10000,001,1)",C14,C12,C17,C20,,,,,,,,,,,,,,,,
1169,"001003-00-0483,10003,001,1)",C19,C03,C17,C12,C08,C07,C14,C02,,,,,,,,,,,,
1170,"001003-00-0485,10017,001,1)",C03,C08,C12,C14,C15,C19,,,,,,,,,,,,,,
1171,"001003-00-0486,10002,001,1)",C19,C02,C12,C13,C15,C17,C18,C20,C01,C11,C10,C09,C08,C07,C06,C05,C04,C03,C14,
1172,"001003-00-0488,10018,001,1)",C03,C08,C12,C14,C17,C01,C19,,,,,,,,,,,,,
1173,"001003-00-0491,10009,001,1)",C12,C14,C17,C19,C03,C06,C08,,,,,,,,,,,,,
1174,"001003-00-0494,10011,001,1)",C12,C14,C08,,,,,,,,,,,,,,,,,
1175,"001003-00-0496,10015,001,1)",C14,C12,C19,,,,,,,,,,,,,,,,,
1176,"001003-00-0500,10014,001,1)",C14,C08,C12,C03,,,,,,,,,,,,,,,,
1177,"001003-00-0501,10005,001,1)",C14,C12,C19,,,,,,,,,,,,,,,,,
1178,"001003-00-0503,10013,001,1)",C06,C12,C14,C03,C02,C19,,,,,,,,,,,,,,
1179,"001003-00-0505,10016,001,1)",C14,C05,C11,C15,C12,,,,,,,,,,,,,,,
1180,"001003-00-0508,10018,001,1)",C03,,,,,,,,,,,,,,,,,,,
1181,"001003-00-0510,10017,001,1)",C12,C02,C13,C19,C14,C01,C03,C17,,,,,,,,,,,,
1182,"001003-00-0513,10006,001,1)",C03,C14,C12,,,,,,,,,,,,,,,,,
1183,"001003-00-0514,10009,001,1)",C16,C12,C03,C08,C14,C17,,,,,,,,,,,,,,
1184,"001003-00-0516,10008,001,1)",C03,C06,C19,C08,C14,,,,,,,,,,,,,,,
1185,"001003-00-0517,10011,001,1)",C14,C12,,,,,,,,,,,,,,,,,,
1186,"001003-00-0519,10013,001,1)",C12,C14,,,,,,,,,,,,,,,,,,
1187,"001003-00-0523,10003,001,1)",C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C01,C02,C03
1188,"001003-00-0525,10018,001,1)",C08,C04,C06,C17,C11,C01,C16,,,,,,,,,,,,,
1189,"001003-00-0527,10014,001,1)",C14,C13,C12,C15,C11,C10,C09,C08,C07,C06,C05,,,,,,,,,
1190,"001003-00-0529,10016,001,1)",C06,C12,C13,C03,C08,C02,C04,C05,C09,C10,C11,C14,C15,C16,C01,C20,C19,C18,C17,
1191,"001003-00-0531,10004,001,1)",C01,C20,C06,C03,C14,,,,,,,,,,,,,,,
1192,"001003-00-0534,10007,001,1)",C14,C08,C11,C13,,,,,,,,,,,,,,,,
1193,"001003-00-0535,10005,001,1)",C19,C01,C12,C14,,,,,,,,,,,,,,,,
1194,"001003-00-0537,10006,001,1)",C01,C19,C14,C12,,,,,,,,,,,,,,,,
1195,"001003-00-0539,10008,001,1)",C16,C14,C03,C11,,,,,,,,,,,,,,,,
1196,"001003-00-0542,10009,001,1)",C08,C12,,,,,,,,,,,,,,,,,,
1197,"001003-00-0544,10017,001,1)",C19,C14,C03,,,,,,,,,,,,,,,,,
1198,"001003-00-0548,10001,001,1)",C17,C12,C14,C03,C06,C02,,,,,,,,,,,,,,
1199,"001003-00-0549,10019,001,1)",C13,C14,C05,C15,,,,,,,,,,,,,,,,
1200,"001003-00-0552,10013,001,1)",C06,C12,C01,,,,,,,,,,,,,,,,,
1201,"001003-00-0554,10011,001,1)",C12,C18,,,,,,,,,,,,,,,,,,
1202,"001003-00-0557,10010,001,1)",C14,C12,,,,,,,,,,,,,,,,,,
1203,"001003-00-0558,10009,001,1)",C02,C18,C07,C15,C13,,,,,,,,,,,,,,,
1204,"001003-00-0559,10002,001,1)",C12,C16,C14,C17,C03,C04,C05,C07,C09,C11,C18,C20,,,,,,,,
1205,"001003-00-0562,10019,001,1)",C08,C20,C01,C02,C04,C05,C07,C09,C10,C11,C15,C16,C18,C19,C17,C14,C13,C12,C06,C03
1206,"001003-00-0565,10008,001,1)",C19,C02,C03,C06,C13,C08,,,,,,,,,,,,,,
1207,"001003-00-0567,10015,001,1)",C06,C14,C04,,,,,,,,,,,,,,,,,
1208,"001003-00-0570,10014,001,1)",C08,C12,C05,C16,C19,C15,C17,C18,C20,C01,C02,C03,C04,C06,C07,C09,C10,C13,C14,
1209,"001003-00-0571,10001,001,1)",C03,C08,C15,,,,,,,,,,,,,,,,,
1210,"001003-00-0574,10016,001,1)",C03,C06,C13,C07,C19,C18,,,,,,,,,,,,,,
1211,"001003-00-0576,10002,001,1)",C16,C08,C05,C03,C06,C02,C01,C20,C19,C18,C07,C09,C10,C17,C11,C12,C13,C14,C15,C04
1212,"001003-00-0577,10003,001,1)",C12,C14,C17,,,,,,,,,,,,,,,,,
1213,"001003-00-0579,10004,001,1)",C12,C03,,,,,,,,,,,,,,,,,,
1214,"001003-00-0582,10017,001,1)",C03,C05,C06,C11,,,,,,,,,,,,,,,,
1215,"001003-00-0585,10006,001,1)",C12,C14,,,,,,,,,,,,,,,,,,
1216,"001003-00-0586,10005,001,1)",C19,C14,C06,C01,C02,C20,C18,,,,,,,,,,,,,
1217,"001003-00-0588,10019,001,1)",C06,C15,,,,,,,,,,,,,,,,,,
1218,"001003-00-0593,10016,001,1)",C14,,,,,,,,,,,,,,,,,,,
1219,"001003-00-0594,10013,001,1)",C08,C16,,,,,,,,,,,,,,,,,,
1220,"001003-00-0597,10017,001,1)",C14,C03,C06,C13,C12,,,,,,,,,,,,,,,
1221,"001003-00-0599,10018,001,1)",C12,C13,C14,C03,,,,,,,,,,,,,,,,
1222,"001003-00-0601,10002,001,1)",C03,,,,,,,,,,,,,,,,,,,
1223,"001003-00-0603,10019,001,1)",C03,,,,,,,,,,,,,,,,,,,
1224,"001003-00-0606,10003,001,1)",C19,C17,C13,,,,,,,,,,,,,,,,,
1225,"001003-00-0607,10000,001,1)",C06,,,,,,,,,,,,,,,,,,,
1226,"001003-00-0609,10004,001,1)",C02,C06,C13,C19,C18,C03,C08,C15,C14,,,,,,,,,,,
1227,"001003-00-0611,10006,001,1)",C03,C14,C19,C18,,,,,,,,,,,,,,,,
1228,"001003-00-0613,10005,001,1)",C18,C11,C12,C15,C16,C09,C10,C20,C01,C02,C04,C05,,,,,,,,
1229,"001003-00-0615,10001,001,1)",C12,C14,C03,C10,C13,C17,C08,,,,,,,,,,,,,
1230,"001003-00-0617,10010,001,1)",C08,C17,,,,,,,,,,,,,,,,,,
1231,"001003-00-0619,10009,001,1)",C16,,,,,,,,,,,,,,,,,,,
1232,"001003-00-0622,10008,001,1)",C18,C02,C03,C06,C08,C15,C13,C19,C11,,,,,,,,,,,
1233,"001003-00-0623,10013,001,1)",C03,C18,C12,,,,,,,,,,,,,,,,,
1234,"001003-00-0627,10011,001,1)",C02,C15,C14,C19,C13,C06,C08,C18,C03,,,,,,,,,,,
1235,"001003-00-0629,10015,001,1)",C03,C14,,,,,,,,,,,,,,,,,,
1236,"001003-00-0630,10001,001,1)",C02,C18,C03,,,,,,,,,,,,,,,,,
1237,"001003-00-0631,10018,001,1)",C08,C05,C04,C16,C15,C12,C09,,,,,,,,,,,,,
1238,"001003-00-0634,10019,001,1)",C12,C16,C14,,,,,,,,,,,,,,,,,
1239,"001003-00-0636,10005,001,1)",C12,C03,C17,,,,,,,,,,,,,,,,,
1240,"001003-00-0638,10007,001,1)",C19,C14,C12,,,,,,,,,,,,,,,,,
1241,"001003-00-0640,10010,001,1)",C14,,,,,,,,,,,,,,,,,,,
1242,"001003-00-0646,10011,001,1)",C12,C18,C14,C03,C08,C06,C19,C09,C11,C17,C16,C15,,,,,,,,
1243,"001003-00-0648,10012,001,1)",C17,C02,,,,,,,,,,,,,,,,,,
1244,"001003-00-0649,10009,001,1)",C16,C05,C10,,,,,,,,,,,,,,,,,
1245,"001003-00-0651,10007,001,1)",C08,C16,C17,C13,C14,C19,C03,,,,,,,,,,,,,
1246,"001003-00-0652,10011,001,1)",C06,C14,C13,C02,C19,,,,,,,,,,,,,,,
1247,"001003-00-0655,10016,001,1)",C12,C07,C06,C19,,,,,,,,,,,,,,,,
1248,"001003-00-0657,10010,001,1)",C14,C02,,,,,,,,,,,,,,,,,,
1249,"001003-00-0660,10014,001,1)",C16,C13,C17,C19,C03,C06,C01,,,,,,,,,,,,,
1250,"001003-00-0661,10013,001,1)",C16,C14,C17,C19,C03,C06,C01,,,,,,,,,,,,,
1251,"001003-00-0664,10018,001,1)",C19,C20,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18
1252,"001003-00-0666,10014,001,1)",C06,C19,C17,C08,C11,C10,C02,C15,C20,C01,C12,C05,C04,C18,C07,C14,C13,C09,C03,C16
1253,"001003-00-0667,10015,001,1)",C17,C03,C04,C08,C10,C14,C06,C07,,,,,,,,,,,,
1254,"001003-00-0669,10017,001,1)",C06,C14,C13,C03,,,,,,,,,,,,,,,,
1255,"001003-00-0675,10019,001,1)",C06,C02,C14,C15,C19,C13,C08,,,,,,,,,,,,,
